country_name,country_code,year,male,female,level
Low income,LIC,2023,,,secondary
Lower middle income,LMC,2023,68.5216903686523,68.203498840332,secondary
North America,NAC,2023,98.2929763793945,97.2571105957031,secondary
South Asia,SAS,2023,77.3344192504883,78.5853118896484,secondary
Upper middle income,UMC,2023,94.6402587890625,97.1281433105469,secondary
Africa Eastern and Southern,AFE,2000,4.49486017227173,3.50468993186951,tertiary
Africa Western and Central,AFW,2000,6.15844011306763,3.72952008247375,tertiary
Arab World,ARB,2000,17.5088691711426,16.152530670166,tertiary
Australia,AUS,2000,,,tertiary
East Asia & Pacific,EAS,2000,17.8526096343994,15.1963996887207,tertiary
European Union,EUU,2000,47.2760200500488,54.6741714477539,tertiary
High income,HIC,2000,52.4662399291992,61.0324096679688,tertiary
Latin America & Caribbean,LCN,2000,21.8702697753906,25.7670402526856,tertiary
Low income,LIC,2000,5.88222980499268,3.08267998695373,tertiary
Lower middle income,LMC,2000,11.1493101119995,8.30731964111328,tertiary
North America,NAC,2000,57.8130683898926,76.4307632446289,tertiary
South Asia,SAS,2000,11.145489692688,7.15493011474609,tertiary
Upper middle income,UMC,2000,15.6081495285034,15.1106004714966,tertiary
Africa Eastern and Southern,AFE,2001,4.79491996765137,3.73327994346619,tertiary
Africa Western and Central,AFW,2001,6.78414011001587,4.06348991394043,tertiary
Arab World,ARB,2001,17.9445495605469,16.8689403533936,tertiary
Australia,AUS,2001,,,tertiary
East Asia & Pacific,EAS,2001,18.9207000732422,15.9441404342651,tertiary
European Union,EUU,2001,49.1958389282227,57.6084289550781,tertiary
High income,HIC,2001,54.6695404052734,64.6687927246094,tertiary
Latin America & Caribbean,LCN,2001,23.2590293884277,27.2950191497803,tertiary
Low income,LIC,2001,6.16816997528076,3.25638008117676,tertiary
Lower middle income,LMC,2001,11.3921499252319,8.62637996673584,tertiary
North America,NAC,2001,61.3481216430664,82.1066284179688,tertiary
South Asia,SAS,2001,11.2497797012329,7.48057985305786,tertiary
Upper middle income,UMC,2001,16.8075294494629,16.2194004058838,tertiary
Africa Eastern and Southern,AFE,2002,5.00834989547729,3.99998998641968,tertiary
Africa Western and Central,AFW,2002,7.42371988296509,4.42965984344482,tertiary
Arab World,ARB,2002,18.5274600982666,17.8973999023438,tertiary
Australia,AUS,2002,,,tertiary
East Asia & Pacific,EAS,2002,20.3110599517822,17.7628498077393,tertiary
European Union,EUU,2002,50.989688873291,60.5620918273926,tertiary
High income,HIC,2002,56.7703285217285,68.6636199951172,tertiary
Latin America & Caribbean,LCN,2002,24.8216705322266,29.3838195800781,tertiary
Low income,LIC,2002,6.35248994827271,3.47827005386352,tertiary
Lower middle income,LMC,2002,11.6843500137329,9.10881996154785,tertiary
North America,NAC,2002,64.7836685180664,87.907356262207,tertiary
South Asia,SAS,2002,11.7205495834351,7.88865995407104,tertiary
Upper middle income,UMC,2002,18.42160987854,18.2254600524902,tertiary
Africa Eastern and Southern,AFE,2003,5.40652990341187,4.21983003616333,tertiary
Africa Western and Central,AFW,2003,8.07135963439941,4.76814985275269,tertiary
Arab World,ARB,2003,18.1928901672363,18.3915195465088,tertiary
Australia,AUS,2003,,,tertiary
East Asia & Pacific,EAS,2003,22.0352191925049,19.4840202331543,tertiary
European Union,EUU,2003,52.9786109924316,63.1297988891602,tertiary
High income,HIC,2003,58.4229698181152,71.2057266235352,tertiary
Latin America & Caribbean,LCN,2003,26.1452007293701,31.1989707946777,tertiary
Low income,LIC,2003,6.61088991165161,3.54962992668152,tertiary
Lower middle income,LMC,2003,12.0127000808716,9.25961971282959,tertiary
North America,NAC,2003,65.5049896240234,90.4060592651367,tertiary
South Asia,SAS,2003,12.3424501419067,8.12996006011963,tertiary
Upper middle income,UMC,2003,20.4275398254394,20.4231300354004,tertiary
Africa Eastern and Southern,AFE,2004,5.74175977706909,4.51276016235352,tertiary
Africa Western and Central,AFW,2004,8.22708988189697,4.98808002471924,tertiary
Arab World,ARB,2004,19.4481391906738,19.3647308349609,tertiary
Australia,AUS,2004,,,tertiary
East Asia & Pacific,EAS,2004,23.3358497619629,21.2422294616699,tertiary
European Union,EUU,2004,54.5922889709473,65.5562973022461,tertiary
High income,HIC,2004,58.9989891052246,73.3120498657227,tertiary
Latin America & Caribbean,LCN,2004,27.4027900695801,32.8613395690918,tertiary
Low income,LIC,2004,7.00847005844116,3.84350991249085,tertiary
Lower middle income,LMC,2004,12.5114803314209,9.53759002685547,tertiary
North America,NAC,2004,66.2379608154297,92.8610534667969,tertiary
South Asia,SAS,2004,12.6921195983887,8.3007698059082,tertiary
Upper middle income,UMC,2004,21.931489944458,22.3906593322754,tertiary
Africa Eastern and Southern,AFE,2005,6.02826023101807,4.7675199508667,tertiary
Africa Western and Central,AFW,2005,8.71543025970459,5.32982015609741,tertiary
Arab World,ARB,2005,20.167350769043,20.6458606719971,tertiary
Australia,AUS,2005,,,tertiary
East Asia & Pacific,EAS,2005,24.4356193542481,22.5040702819824,tertiary
European Union,EUU,2005,55.8255996704102,67.5275421142578,tertiary
High income,HIC,2005,59.6900405883789,74.7682723999023,tertiary
Latin America & Caribbean,LCN,2005,28.8745594024658,34.7931289672852,tertiary
Low income,LIC,2005,7.43467998504639,4.17296981811523,tertiary
Lower middle income,LMC,2005,12.6056003570557,9.8698902130127,tertiary
North America,NAC,2005,65.5176696777344,92.936653137207,tertiary
South Asia,SAS,2005,12.2974395751953,8.50257015228271,tertiary
Upper middle income,UMC,2005,23.1726493835449,23.9569606781006,tertiary
Africa Eastern and Southern,AFE,2006,6.27903985977173,5.08440017700195,tertiary
Africa Western and Central,AFW,2006,8.77538013458252,5.376540184021,tertiary
Arab World,ARB,2006,20.3604202270508,21.5399894714356,tertiary
Australia,AUS,2006,,,tertiary
East Asia & Pacific,EAS,2006,25.1979198455811,24.130350112915,tertiary
European Union,EUU,2006,56.6660804748535,69.1958770751953,tertiary
High income,HIC,2006,60.6138687133789,76.5535430908203,tertiary
Latin America & Caribbean,LCN,2006,34.5359687805176,42.713680267334,tertiary
Low income,LIC,2006,7.79188013076782,4.56969022750854,tertiary
Lower middle income,LMC,2006,13.0732097625732,10.5613603591919,tertiary
North America,NAC,2006,67.2619400024414,95.8585510253906,tertiary
South Asia,SAS,2006,13.1710596084595,9.31194972991943,tertiary
Upper middle income,UMC,2006,25.3807697296143,27.1444206237793,tertiary
Africa Eastern and Southern,AFE,2007,6.45374011993408,5.2108302116394,tertiary
Africa Western and Central,AFW,2007,9.03394985198975,5.55767011642456,tertiary
Arab World,ARB,2007,21.4095897674561,21.7241897583008,tertiary
Australia,AUS,2007,,,tertiary
East Asia & Pacific,EAS,2007,25.5790996551514,25.4850807189941,tertiary
European Union,EUU,2007,57.0822486877441,70.1552505493164,tertiary
High income,HIC,2007,61.5570297241211,77.8798522949219,tertiary
Latin America & Caribbean,LCN,2007,32.2349395751953,40.501091003418,tertiary
Low income,LIC,2007,8.12944984436035,4.6979398727417,tertiary
Lower middle income,LMC,2007,14.4635601043701,11.3284101486206,tertiary
North America,NAC,2007,68.3096313476562,96.7256011962891,tertiary
South Asia,SAS,2007,15.1505403518677,10.4211397171021,tertiary
Upper middle income,UMC,2007,25.2591991424561,27.7204494476318,tertiary
Africa Eastern and Southern,AFE,2008,6.94767999649048,5.50124979019165,tertiary
Africa Western and Central,AFW,2008,9.34912014007568,5.72002983093262,tertiary
Arab World,ARB,2008,21.4908409118652,23.4479999542236,tertiary
Australia,AUS,2008,,,tertiary
East Asia & Pacific,EAS,2008,26.0055294036865,26.3920707702637,tertiary
European Union,EUU,2008,57.8193511962891,71.5001678466797,tertiary
High income,HIC,2008,62.2365684509277,79.0841369628906,tertiary
Latin America & Caribbean,LCN,2008,34.7485809326172,43.8180084228516,tertiary
Low income,LIC,2008,8.70666027069092,5.01383018493652,tertiary
Lower middle income,LMC,2008,15.6897897720337,12.42160987854,tertiary
North America,NAC,2008,69.3587112426758,97.4585494995117,tertiary
South Asia,SAS,2008,17.2766799926758,11.946310043335,tertiary
Upper middle income,UMC,2008,26.3036098480225,29.2768802642822,tertiary
Africa Eastern and Southern,AFE,2009,7.60516977310181,5.97102022171021,tertiary
Africa Western and Central,AFW,2009,9.41895008087158,5.89408016204834,tertiary
Arab World,ARB,2009,22.3288307189941,24.3333301544189,tertiary
Australia,AUS,2009,,,tertiary
East Asia & Pacific,EAS,2009,26.9169406890869,27.8694000244141,tertiary
European Union,EUU,2009,58.6881294250488,72.827278137207,tertiary
High income,HIC,2009,63.2168312072754,80.7175674438477,tertiary
Latin America & Caribbean,LCN,2009,35.2543792724609,45.2948799133301,tertiary
Low income,LIC,2009,9.41306972503662,5.44752979278565,tertiary
Lower middle income,LMC,2009,16.5850105285644,13.1165103912353,tertiary
North America,NAC,2009,71.4303817749023,99.9669570922852,tertiary
South Asia,SAS,2009,18.5039100646973,12.9097204208374,tertiary
Upper middle income,UMC,2009,27.3478908538818,30.8409194946289,tertiary
Africa Eastern and Southern,AFE,2010,8.27505016326904,6.4226598739624,tertiary
Africa Western and Central,AFW,2010,9.76231002807617,6.08655977249146,tertiary
Arab World,ARB,2010,23.0734996795654,25.1151504516602,tertiary
Australia,AUS,2010,,,tertiary
East Asia & Pacific,EAS,2010,28.3187103271484,29.7747993469238,tertiary
European Union,EUU,2010,59.7480087280273,74.3509674072266,tertiary
High income,HIC,2010,64.267707824707,81.7727127075195,tertiary
Latin America & Caribbean,LCN,2010,36.6310997009277,46.9485702514648,tertiary
Low income,LIC,2010,10.0286703109741,5.83350992202759,tertiary
Lower middle income,LMC,2010,17.8645000457764,14.3989200592041,tertiary
North America,NAC,2010,71.8752899169922,99.6065216064453,tertiary
South Asia,SAS,2010,20.3601303100586,14.6814298629761,tertiary
Upper middle income,UMC,2010,29.1574592590332,32.960319519043,tertiary
Africa Eastern and Southern,AFE,2011,8.75815010070801,6.66951990127563,tertiary
Africa Western and Central,AFW,2011,10.2214803695679,6.21005010604858,tertiary
Arab World,ARB,2011,22.5760993957519,24.71217918396,tertiary
Australia,AUS,2011,,,tertiary
East Asia & Pacific,EAS,2011,29.6235809326172,31.519889831543,tertiary
European Union,EUU,2011,60.2826499938965,75.0537567138672,tertiary
High income,HIC,2011,64.9787368774414,82.5568008422852,tertiary
Latin America & Caribbean,LCN,2011,37.8918304443359,48.682430267334,tertiary
Low income,LIC,2011,10.0976104736328,6.03152990341187,tertiary
Lower middle income,LMC,2011,20.3395595550537,16.7830696105957,tertiary
North America,NAC,2011,72.4552536010742,99.7432708740234,tertiary
South Asia,SAS,2011,24.5946197509766,18.8380107879639,tertiary
Upper middle income,UMC,2011,30.8178291320801,35.0666999816895,tertiary
Africa Eastern and Southern,AFE,2012,8.88735008239746,7.10451984405518,tertiary
Africa Western and Central,AFW,2012,10.6504697799683,6.53436994552612,tertiary
Arab World,ARB,2012,24.0450496673584,25.9803504943848,tertiary
Australia,AUS,2012,,,tertiary
East Asia & Pacific,EAS,2012,31.2216701507568,34.1336288452148,tertiary
European Union,EUU,2012,60.3984718322754,74.6586227416992,tertiary
High income,HIC,2012,65.8041534423828,82.7106170654297,tertiary
Latin America & Caribbean,LCN,2012,38.8389282226562,50.1114196777344,tertiary
Low income,LIC,2012,10.3989601135254,6.43501996994019,tertiary
Lower middle income,LMC,2012,20.7686405181885,18.2728290557861,tertiary
North America,NAC,2012,72.790168762207,100.043838500977,tertiary
South Asia,SAS,2012,24.912130355835,21.2051601409912,tertiary
Upper middle income,UMC,2012,32.805591583252,38.0672302246094,tertiary
Africa Eastern and Southern,AFE,2013,9.0416202545166,7.3339900970459,tertiary
Africa Western and Central,AFW,2013,11.2306900024414,6.99527978897095,tertiary
Arab World,ARB,2013,25.7630596160889,27.5376396179199,tertiary
Australia,AUS,2013,,,tertiary
East Asia & Pacific,EAS,2013,33.1487312316895,37.0369415283203,tertiary
European Union,EUU,2013,60.7058296203613,74.7333831787109,tertiary
High income,HIC,2013,66.7143783569336,83.1938323974609,tertiary
Latin America & Caribbean,LCN,2013,39.711368560791,51.3348808288574,tertiary
Low income,LIC,2013,10.5426397323608,6.49616003036499,tertiary
Lower middle income,LMC,2013,20.4584693908691,18.8188991546631,tertiary
North America,NAC,2013,73.2615127563477,100.530166625977,tertiary
South Asia,SAS,2013,23.7743797302246,21.5296096801758,tertiary
Upper middle income,UMC,2013,34.9509582519531,40.9700508117676,tertiary
Africa Eastern and Southern,AFE,2014,9.17440986633301,7.40940999984741,tertiary
Africa Western and Central,AFW,2014,11.5302801132202,7.21031999588013,tertiary
Arab World,ARB,2014,27.0713405609131,28.9061603546143,tertiary
Australia,AUS,2014,,,tertiary
East Asia & Pacific,EAS,2014,39.2321014404297,44.8091697692871,tertiary
European Union,EUU,2014,61.9837913513184,75.8124237060547,tertiary
High income,HIC,2014,67.8252334594727,83.8651504516602,tertiary
Latin America & Caribbean,LCN,2014,41.1029510498047,53.226261138916,tertiary
Low income,LIC,2014,10.961259841919,6.83050012588501,tertiary
Lower middle income,LMC,2014,21.2072505950928,20.3431491851807,tertiary
North America,NAC,2014,73.6229476928711,100.259368896484,tertiary
South Asia,SAS,2014,24.6612796783447,23.3754005432129,tertiary
Upper middle income,UMC,2014,40.676929473877,47.7412910461426,tertiary
Africa Eastern and Southern,AFE,2015,9.32995986938477,7.53871011734009,tertiary
Africa Western and Central,AFW,2015,11.4749402999878,7.38692998886108,tertiary
Arab World,ARB,2015,28.3056392669678,30.6191902160644,tertiary
Australia,AUS,2015,98.9614868164062,141.459671020508,tertiary
East Asia & Pacific,EAS,2015,41.166690826416,47.6613807678223,tertiary
European Union,EUU,2015,62.9809417724609,76.8882293701172,tertiary
High income,HIC,2015,68.3271789550781,84.5474472045898,tertiary
Latin America & Caribbean,LCN,2015,42.2983283996582,54.5983505249023,tertiary
Low income,LIC,2015,10.8476696014404,6.85010004043579,tertiary
Lower middle income,LMC,2015,22.1347599029541,21.2342700958252,tertiary
North America,NAC,2015,73.9246673583984,100.443840026855,tertiary
South Asia,SAS,2015,25.9389705657959,24.7449493408203,tertiary
Upper middle income,UMC,2015,42.9756088256836,50.6184501647949,tertiary
Africa Eastern and Southern,AFE,2016,9.42959022521973,7.71562004089355,tertiary
Africa Western and Central,AFW,2016,11.1979904174805,7.29552984237671,tertiary
Arab World,ARB,2016,28.4878406524658,31.5670204162598,tertiary
Australia,AUS,2016,99.1694107055664,141.215682983398,tertiary
East Asia & Pacific,EAS,2016,42.333179473877,49.9144515991211,tertiary
European Union,EUU,2016,63.5542793273926,77.8732681274414,tertiary
High income,HIC,2016,69.0202102661133,85.1591720581055,tertiary
Latin America & Caribbean,LCN,2016,43.971378326416,56.9438400268555,tertiary
Low income,LIC,2016,10.6171903610229,6.77902984619141,tertiary
Lower middle income,LMC,2016,22.0959892272949,21.593469619751,tertiary
North America,NAC,2016,74.3622970581055,100.247413635254,tertiary
South Asia,SAS,2016,26.0030899047852,24.9898300170898,tertiary
Upper middle income,UMC,2016,44.5774917602539,53.0246505737305,tertiary
Africa Eastern and Southern,AFE,2017,9.49413013458252,7.9309401512146,tertiary
Africa Western and Central,AFW,2017,11.3570003509522,7.38944005966187,tertiary
Arab World,ARB,2017,29.45578956604,32.0461616516113,tertiary
Australia,AUS,2017,90.9939193725586,129.974945068359,tertiary
East Asia & Pacific,EAS,2017,42.8744201660156,50.6279106140137,tertiary
European Union,EUU,2017,64.6098480224609,79.4047164916992,tertiary
High income,HIC,2017,69.0398101806641,85.4543609619141,tertiary
Latin America & Caribbean,LCN,2017,45.056568145752,58.6132698059082,tertiary
Low income,LIC,2017,10.6784696578979,6.88082981109619,tertiary
Lower middle income,LMC,2017,22.1392803192139,21.9183197021484,tertiary
North America,NAC,2017,73.4658279418945,100.083770751953,tertiary
South Asia,SAS,2017,26.2690696716309,25.8752498626709,tertiary
Upper middle income,UMC,2017,45.9554710388184,54.7457618713379,tertiary
Africa Eastern and Southern,AFE,2018,9.4838695526123,8.0177001953125,tertiary
Africa Western and Central,AFW,2018,11.4625396728516,7.66539001464844,tertiary
Arab World,ARB,2018,30.2424201965332,33.5179100036621,tertiary
Australia,AUS,2018,87.498649597168,119.994178771973,tertiary
East Asia & Pacific,EAS,2018,43.5660591125488,51.6399803161621,tertiary
European Union,EUU,2018,65.4250564575195,80.8901062011719,tertiary
High income,HIC,2018,69.2041473388672,85.9467926025391,tertiary
Latin America & Caribbean,LCN,2018,45.5169906616211,59.5662803649902,tertiary
Low income,LIC,2018,10.7624197006226,6.97270011901855,tertiary
Lower middle income,LMC,2018,22.3245792388916,22.3533992767334,tertiary
North America,NAC,2018,73.2824096679688,100.249130249023,tertiary
South Asia,SAS,2018,26.8265399932861,26.9306297302246,tertiary
Upper middle income,UMC,2018,46.8679008483887,56.4238204956055,tertiary
Africa Eastern and Southern,AFE,2019,9.3754997253418,7.97016000747681,tertiary
Africa Western and Central,AFW,2019,11.4861497879028,7.9415397644043,tertiary
Arab World,ARB,2019,30.5334701538086,33.8893508911133,tertiary
Australia,AUS,2019,92.3744812011719,128.240249633789,tertiary
East Asia & Pacific,EAS,2019,45.3829002380371,54.0149383544922,tertiary
European Union,EUU,2019,66.3162307739258,82.3010101318359,tertiary
High income,HIC,2019,69.7033081054688,87.1446228027344,tertiary
Latin America & Caribbean,LCN,2019,46.0976600646973,60.8130187988281,tertiary
Low income,LIC,2019,10.8455495834351,7.15356016159058,tertiary
Lower middle income,LMC,2019,22.810510635376,23.4094696044922,tertiary
North America,NAC,2019,72.8285293579102,100.672393798828,tertiary
South Asia,SAS,2019,27.2016696929932,28.1575508117676,tertiary
Upper middle income,UMC,2019,48.2838592529297,58.7018508911133,tertiary
Africa Eastern and Southern,AFE,2020,9.36713981628418,8.05679988861084,tertiary
Africa Western and Central,AFW,2020,11.6578903198242,8.16154003143311,tertiary
Arab World,ARB,2020,31.2983894348144,34.361141204834,tertiary
Australia,AUS,2020,91.2996826171875,130.225402832031,tertiary
East Asia & Pacific,EAS,2020,48.6606407165527,57.0703086853027,tertiary
European Union,EUU,2020,66.7063598632812,83.8961181640625,tertiary
High income,HIC,2020,69.9160690307617,88.458869934082,tertiary
Latin America & Caribbean,LCN,2020,46.7835006713867,63.2403602600098,tertiary
Low income,LIC,2020,11.0187997817993,7.3515100479126,tertiary
Lower middle income,LMC,2020,23.4399108886719,24.1593208312988,tertiary
North America,NAC,2020,71.9706726074219,101.383178710938,tertiary
South Asia,SAS,2020,27.5806503295898,28.9023704528809,tertiary
Upper middle income,UMC,2020,50.797679901123,61.7308197021484,tertiary
Africa Eastern and Southern,AFE,2021,9.30325031280518,8.02046966552734,tertiary
Africa Western and Central,AFW,2021,11.8494596481323,8.47974014282227,tertiary
Arab World,ARB,2021,31.3516902923584,34.0556983947754,tertiary
Australia,AUS,2021,91.0609893798828,135.733032226562,tertiary
East Asia & Pacific,EAS,2021,52.1009292602539,60.4939117431641,tertiary
European Union,EUU,2021,68.9009399414062,87.4528121948242,tertiary
High income,HIC,2021,70.7492218017578,90.589973449707,tertiary
Latin America & Caribbean,LCN,2021,47.6464195251465,66.2070007324219,tertiary
Low income,LIC,2021,11.0868101119995,7.44899988174438,tertiary
Lower middle income,LMC,2021,24.6958408355713,25.2334499359131,tertiary
North America,NAC,2021,68.5778121948242,100.868522644043,tertiary
South Asia,SAS,2021,29.4192600250244,30.2610607147217,tertiary
Upper middle income,UMC,2021,53.4622611999512,65.0223388671875,tertiary
Africa Eastern and Southern,AFE,2022,,,tertiary
Africa Western and Central,AFW,2022,,,tertiary
Arab World,ARB,2022,31.0107097625732,34.4974098205566,tertiary
Australia,AUS,2022,85.6454315185547,128.283416748047,tertiary
East Asia & Pacific,EAS,2022,55.4007987976074,63.6897506713867,tertiary
European Union,EUU,2022,70.031120300293,89.8954620361328,tertiary
High income,HIC,2022,70.3556976318359,90.2561264038086,tertiary
Latin America & Caribbean,LCN,2022,48.6480484008789,68.1069488525391,tertiary
Low income,LIC,2022,,,tertiary
Lower middle income,LMC,2022,25.5322895050049,25.8230209350586,tertiary
North America,NAC,2022,64.7012100219727,94.605712890625,tertiary
South Asia,SAS,2022,30.9650192260742,30.917760848999,tertiary
Upper middle income,UMC,2022,56.251781463623,67.8233032226562,tertiary
Africa Eastern and Southern,AFE,2023,,,tertiary
Africa Western and Central,AFW,2023,,,tertiary
Arab World,ARB,2023,31.8071002960205,34.7579307556152,tertiary
Australia,AUS,2023,85.6293411254883,125.171501159668,tertiary
East Asia & Pacific,EAS,2023,57.7082405090332,66.5351333618164,tertiary
European Union,EUU,2023,69.720703125,89.9082870483398,tertiary
High income,HIC,2023,71.9148712158203,91.4468688964844,tertiary
Latin America & Caribbean,LCN,2023,50.4100112915039,71.2024765014648,tertiary
Low income,LIC,2023,,,tertiary
Lower middle income,LMC,2023,26.3673000335693,27.2406406402588,tertiary
North America,NAC,2023,67.9409713745117,97.1925277709961,tertiary
South Asia,SAS,2023,32.0595092773438,32.8421783447266,tertiary
Upper middle income,UMC,2023,58.3539581298828,70.3938369750977,tertiary
